AUCUL,Columboola,2641S 15020E,,
INSIL,Siliguri,2643N 08825E,,
INGOP,Gorakhpur,2645N 08321E,,
ARSMC,San Miguel de Tucuman,2649S 06512W,,
CNHNY,Hengyang,2653N 11237E,,
INJAI,Jaipur,2655N 07549E,,
ZAPRF,Piet Retief,2700S 03048E,,
CLCAA,Calderilla,2705S 07051W,,
BRCHA,Chapeco,2706S 05237W,,
EGAST,Asyut,2711N 03111E,,
CNBYN,Binyang,2715N 12020E,,
ARCCP,Conception,2720S 06535W,,
AUGUG,Geebung,2722S 15302E,,
AUNGT,Northgate,2723S 15304E,,
AUPBN,Port of Brisbane,2723S 15310E,,
AUSFF,Stafford,2724S 15300E,,
AUPNA,Pinkenba,2725S 15307E,,
AUHEM,Hemmant,2727S 15308E,,
AUBNE,Brisbane,2728S 15301E,,
AUCAH,Cannon Hill,2728S 15305E,,
AUMRI,Murarrie,2728S 15306E,,
CLTAM,Tierra Amarilla,2729S 07017W,,
AUTBC,Toowoomba City,2734S 15157E,,
AUAFL,Archerfield,2734S 15301E,,
ARAND,Andalgala,2736S 06619W,,
AURDB,Redbank,2736S 15252E,,
ARCAL,Cerro Azul,2738S 05529W,,
CNLLI,Liling,2740N 11329E,,
AUMWO,Meadowbrook,2740S 15308E,,
AUBLG,Beenleigh,2743S 15312E,,
AUORM,Ormeau,2747S 15316E,,
AUTAM,Tambourine,2753S 15308E,,
AUCOO,Coomera,2753S 15318E,,
AUMMG,Mount Magnet,2803S 11750E,,
CNCSH,Changsha,2812N 11259E,,
CNJSO,Jishou,2819N 10943E,,
INGPP,Gopalpur,2827N 07657E,,
INPBH,Piyala Block Hut,2827N 07731E,,
INGGN,Gurgaon,2828N 07702E,,
ARANA,Anatuya,2828S 06250W,,
AUPDA,Pindar,2829S 11546E,,
INTKD,Tughlakabad,2830N 07716E,,
CLFRN,Freirina,2830S 07104W,,
INDRI,Dadri,2834N 07733E,,
CLVLR,Vallenar,2834S 07045W,,
INICD,New Delhi,2836N 07712E,,
INGZB,Ghaziabad,2840N 07726E,,
INSHB,Sahibabad,2841N 07724E,,
AUBGW,Bangalow,2841S 15331E,,
AUBBR,Binna Burra,2842S 15330E,,
INLON,Loni,2845N 07716E,,
AUWTN,Webberton,2845S 11437E,,
LSBUT,Butha-Buthe,2847S 02814E,,
INGND,Greater Nodia,2849N 07753E,,
INMOR,Moradabad,2850N 07847E,,
INGUJ,Gajraula,2851N 07814E,,
CNGZH,Ganzhou,2852N 11456E,,
LSMPS,Maputsoe,2853S 02754E,,
ESPRE,Puerto Calero,2855N 01342W,,
INSON,Sonipat,2859N 07701E,,
ZAISB,Isithebe,2906S 03125E,,
ZABFN,Bloemfontein,2908S 02612E,,
ARRCQ,Reconquista,2909S 05939W,,
CNLXI,Lanxi,2912N 11928E,,
BRFPA,Farroupilha,2914S 05121W,,
CNYIU,Yiwu,2918N 12004E,,
BRCBB,Carlos Barbosa,2918S 05130W,,
USSUL,Port Sulphur,2928N 08941W,,
ZABAL,Ballito Bay,2932S 03113E,,
CNCQI,Chongqing,2935N 10633E,,
BRQGF,Montenegro,2940S 05128W,,
CNZHJ,Zhuji,2942N 12014E,,
ZAUMR,Umhlanga Rocks,2943S 03105E,,
BRDSU,Santa Cruz do Sul,2943S 05226W,,
ZAKWM,Kwamashu,2945S 03059E,,
ZARVH,Reservoir Hills,2948S 03056E,,
ZADUR,Durban,2951S 03101E,,
EGADA,Al Adabiyah,2952N 03228E,,
ZACGN,Congella,2952S 03100E,,
ZABHD,Bayhead,2953S 03058E,,
USSRE,Saint Rose,2957N 09019W,,
ZAMOB,Mobeni,2957S 03057E,,
ZAUMB,Umbogintwini,3001S 03055E,,
CLVIC,Vicuna,3001S 07042W,,
IQUQR,Umm Qasr Port,3002N 04756E,,
CNYOU,Yuyao,3003N 12108E,,
AUBJU,Burren Junction,3006S 14858E,,
INKRA,Kakrala,3022N 07606E,,
INBAR,Barnala,3023N 07533E,,
CNEZH,Ezhou,3024N 11449E,,
INUPH,Barotiwala,3026N 07747E,,
IQBA4,Mafraq Ash Shuaybah,3028N 04739E,,
INLAL,Lalru,3029N 07648E,,
USWK4,"Walker, Livingston",3029N 09052W,,
IRMRX,Bandar-e Mah Shahr,3032N 04910E,,
USCH6,Callahan,3034N 08150W,,
CNHNK,Hankou,3035N 11416E,,
CNNHN,Wuhan,3035N 11417E,,
AUMRA,Moora,3038S 11600E,,
EGTAN,Tanta,3046N 03059E,,
ARCHA,Chajari,3046S 05759W,,
AUBCB,Bencubbin,3049S 11751E,,
AUKBG,Koolyanbobbing,3050S 11933E,,
AUBEV,Bonnie Vale,3050S 12111E,,
AUMBU,Mukinbudin,3055S 11812E,,
AUCGA,Coolgardie,3057S 12109E,,
AUCLB,Coolabah,3101S 14642E,,
EGALM,Al Mansurah,3102N 03122E,,
CNDEY,Deyang,3108N 10424E,,
AUWKM,Wyalkatchem,3111S 11722E,,
EGPSE,Port Said East,3113N 03221E,,
CNJQI,Jinqiao,3115N 12136E,,
ARRAF,Rafaela,3116S 06129W,,
EGIKU,Idku,3118N 03018E,,
AUGNI,Gingin,3121S 11554E,,
AUWCK,Werris Creek,3121S 15039E,,
EGDAM,Dumyat (Damietta),3125N 03149E,,
ARSFO,San Francisco,3125S 06204W,,
INTT8,Tarn Taran,3127N 07455E,,
AUMRD,Merredin,3129S 11817E,,
AUTDA,Toodyay,3133S 11628E,,
EGSAL,Sallum,3134N 02509E,,
AUMHE,Muchea,3135S 11558E,,
CNCHU,Chaohu,3136N 11751E,,
ARSFN,Santa Fe,3136S 06041W,,
AUKDA,Kendall,3136S 15244E,,
ARSSA,San Salvador,3137S 05830W,,
MARAK,Marrakech,3138N 00800W,,
AUKBI,Kellerberrin,3138S 11742E,,
AUNHA,Northam,3139S 11640E,,
AUCDI,Cunderdin,3139S 11714E,,
JPICO,Ichikikushikino,3143N 13016E,,
JPAIR,Aira,3144N 13038E,,
ZAKLA,Klawer,3146S 01836E,,
ILALV,Ayalon Valley,3150N 03501E,,
CNHFI,Hefei,3152N 11717E,,
CLPTC,Punta Chungo,3152S 07130W,,
ILYVE,Yavne,3153N 03444E,,
AUYOR,York,3153S 11646E,,
AUASF,Ashfield,3155S 11556E,,
AUAYB,Boya,3156S 11603E,,
AUPER,Perth,3157S 11551E,,
AUCLM,Claremont,3159S 11547E,,
AUQDI,Quairading,3201S 11724E,,
AUDDO,Dunedoo,3201S 14924E,,
AUGCE,Gloucester,3201S 15158E,,
ARPDM,Pozo del Molle,3202S 06255W,,
ILTLV,Tel Aviv-Yafo,3203N 03445E,,
AUBLA,Bibra Lake,3204S 11549E,,
AUNBE,Narembeen,3204S 11823E,,
CNWLD,Wulidian,3208N 11417E,,
ILKFS,Kafr Saba,3209N 03455E,,
ARRTO,Rio Tercero,3210S 06407W,,
ARGRM,General Ramirez,3211S 06012W,,
AUQRM,Narromine,3214S 14814E,,
AUTOT,Tottenham,3215S 14721E,,
CNCHZ,Chuzhou,3219N 11817E,,
ILNAT,Netanya,3220N 03452E,,
ARNOG,Nogoya,3223S 05947W,,
AUBKT,Brookton,3223S 11700E,,
AUDGO,Dungog,3225S 15145E,,
AUHYD,Hyden,3227S 11852E,,
PKSKT,Sialkot,3230N 07431E,,
CNJYS,Jiangyan,3230N 12008E,,
